date,product_code,product,variant,sold_quantity,quater,gross_price,gross_price_total
2020-12-01,A2721150703,"AQ Trigger Ms","Plus 1",970,Q2,16.9353,16427.2410
2020-12-01,A2721150704,"AQ Trigger Ms","Plus 2",977,Q2,19.5860,19135.5220
2020-12-01,A2721150705,"AQ Trigger Ms","Premium 1",464,Q2,19.4042,9003.5488
2020-12-01,A2721150706,"AQ Trigger Ms","Premium 2",573,Q2,20.0537,11490.7701
2020-12-01,A2821150801,"AQ Lumina Ms","Standard 1",1142,Q2,21.7118,24794.8756
2020-12-01,A2918150101,"AQ Master wired x1","Standard 1",1568,Q2,6.8991,10817.7888
2020-12-01,A2918150102,"AQ Master wired x1","Standard 2",748,Q2,7.5979,5683.2292
2020-12-01,A2918150103,"AQ Master wired x1","Plus 1",706,Q2,7.7693,5485.1258
2020-12-01,A2918150104,"AQ Master wired x1","Plus 2",1071,Q2,8.9514,9586.9494
2020-12-01,A2918150105,"AQ Master wired x1","Premium 1",1315,Q2,9.4650,12446.4750
2020-12-01,A2918150106,"AQ Master wired x1","Premium 2",627,Q2,10.4188,6532.5876
2020-12-01,A3018150201,"AQ Master wireless x1","Standard 1",1543,Q2,10.7955,16657.4565
2020-12-01,A3018150202,"AQ Master wireless x1","Standard 2",1498,Q2,11.0524,16556.4952
2020-12-01,A3018150203,"AQ Master wireless x1","Plus 1",431,Q2,12.3739,5333.1509
2020-12-01,A3019150204,"AQ Master wireless x1","Plus 2",1324,Q2,11.6011,15359.8564
2020-12-01,A3019150205,"AQ Master wireless x1","Premium 1",1236,Q2,12.0509,14894.9124
2020-12-01,A3019150206,"AQ Master wireless x1","Premium 2",348,Q2,13.0018,4524.6264
2020-12-01,A3119150301,"AQ Gamers ","Standard 1",247,Q2,13.5061,3336.0067
2020-12-01,A3119150302,"AQ Gamers ","Standard 2",507,Q2,15.3071,7760.6997
2020-12-01,A3119150303,"AQ Gamers ","Plus 1",317,Q2,16.2407,5148.3019
2020-12-01,A3120150304,"AQ Gamers ","Plus 2",1384,Q2,16.3792,22668.8128
2020-12-01,A3120150305,"AQ Gamers ","Premium 1",681,Q2,16.3218,11115.1458
2020-12-01,A3120150306,"AQ Gamers ","Premium 2",744,Q2,19.3003,14359.4232
2020-12-01,A3220150401,"AQ Lite","Standard 1",1118,Q2,18.4943,20676.6274
2020-12-01,A3220150402,"AQ Lite","Standard 2",577,Q2,18.7947,10844.5419
2020-12-01,A3220150403,"AQ Lite","Plus 1",596,Q2,18.5844,11076.3024
2020-12-01,A3220150404,"AQ Lite","Plus 2",950,Q2,18.4219,17500.8050
2020-12-01,A3220150405,"AQ Lite","Premium 1",1147,Q2,18.9415,21725.9005
2020-12-01,A3220150406,"AQ Lite","Premium 2",1020,Q2,20.0066,20406.7320
2020-12-01,A3320150501,"AQ Maxima","Standard 1",228,Q2,20.3908,4649.1024
2020-12-01,A3320150502,"AQ Maxima","Standard 2",1191,Q2,21.6988,25843.2708
2020-12-01,A3320150503,"AQ Maxima","Plus 1",377,Q2,20.8733,7869.2341
2020-12-01,A3320150504,"AQ Maxima","Plus 2",539,Q2,22.1341,11930.2799
2020-12-01,A3320150505,"AQ Maxima","Premium 1",247,Q2,23.0844,5701.8468
2020-12-01,A3320150506,"AQ Maxima","Premium 2",1198,Q2,23.7678,28473.8244
2020-12-01,A3420150601,"AQ Qwerty","Standard 1",310,Q2,24.5690,7616.3900
2020-12-01,A3420150602,"AQ Qwerty","Standard 2",336,Q2,23.9726,8054.7936
2020-12-01,A3421150603,"AQ Qwerty","Plus 1",523,Q2,26.9507,14095.2161
2020-12-01,A3421150604,"AQ Qwerty","Plus 2",1350,Q2,27.4152,37010.5200
2020-12-01,A3421150605,"AQ Qwerty","Premium 1",1128,Q2,29.8692,33692.4576
2020-12-01,A3421150606,"AQ Qwerty","Premium 2",744,Q2,29.6709,22075.1496
2020-12-01,A3521150701,"AQ Trigger","Standard 1",1188,Q2,29.3872,34911.9936
2020-12-01,A3521150702,"AQ Trigger","Standard 2",1049,Q2,30.3414,31828.1286
2020-12-01,A3521150703,"AQ Trigger","Plus 1",827,Q2,31.7665,26270.8955
2020-12-01,A3521150704,"AQ Trigger","Plus 2",304,Q2,33.6246,10221.8784
2020-12-01,A3521150705,"AQ Trigger","Premium 1",897,Q2,34.5114,30956.7258
2020-12-01,A3718150101,"AQ LION x1",Standard,114,Q2,16.5127,1882.4478
2020-12-01,A3718150102,"AQ LION x1","Plus 1 ",149,Q2,16.1015,2399.1235
2020-12-01,A3718150103,"AQ LION x1","Plus 2",62,Q2,17.5697,1089.3214
2020-12-01,A3718150105,"AQ LION x1",Premium,57,Q2,18.0312,1027.7784
2020-12-01,A3818150201,"AQ LION x2",Standard,138,Q2,17.2648,2382.5424
2020-12-01,A3818150202,"AQ LION x2","Plus 1 ",127,Q2,17.5197,2225.0019
2020-12-01,A3819150203,"AQ LION x2","Plus 2",68,Q2,18.4533,1254.8244
2020-12-01,A3819150204,"AQ LION x2","Plus 3",98,Q2,21.1942,2077.0316
2020-12-01,A3819150205,"AQ LION x2",Premium,61,Q2,21.6066,1318.0026
2020-12-01,A3920150301,"AQ LION x3",Standard,45,Q2,22.1454,996.5430
2020-12-01,A3920150302,"AQ LION x3","Plus 1 ",55,Q2,23.1520,1273.3600
2020-12-01,A3920150303,"AQ LION x3","Plus 2",152,Q2,25.4670,3870.9840
2020-12-01,A3920150304,"AQ LION x3","Plus 3",128,Q2,25.0442,3205.6576
2020-12-01,A3920150305,"AQ LION x3",Premium,82,Q2,27.4546,2251.2772
2020-12-01,A4020150401,"AQ Mx NB",Standard,105,Q2,26.9302,2827.6710
2020-12-01,A4020150402,"AQ Mx NB","Plus 1 ",62,Q2,28.4500,1763.9000
2020-12-01,A4021150403,"AQ Mx NB","Plus 2",86,Q2,29.9423,2575.0378
2020-12-01,A4021150404,"AQ Mx NB","Plus 3",89,Q2,28.5800,2543.6200
2020-12-01,A4021150405,"AQ Mx NB",Premium,68,Q2,31.7029,2155.7972
2020-12-01,A4118110105,"AQ Aspiron","Plus Blue",57,Q2,182.8932,10424.9124
2020-12-01,A4118110106,"AQ Aspiron","Plus Red",54,Q2,187.7533,10138.6782
2020-12-01,A4118110107,"AQ Aspiron","Premium Black",30,Q2,195.7721,5873.1630
2020-12-01,A4218110201,"AQ Digit","Standard Grey",35,Q2,200.2732,7009.5620
2020-12-01,A4218110202,"AQ Digit","Standard Blue",42,Q2,215.9341,9069.2322
2020-12-01,A4218110203,"AQ Digit","Standard Red",48,Q2,236.8486,11368.7328
2020-12-01,A4218110204,"AQ Digit","Plus Grey",41,Q2,232.1038,9516.2558
2020-12-01,A4218110205,"AQ Digit","Plus Blue",40,Q2,240.1403,9605.6120
2020-12-01,A4218110206,"AQ Digit","Plus Red",18,Q2,237.0183,4266.3294
2020-12-01,A4218110207,"AQ Digit","Premium Black",46,Q2,249.1303,11459.9938
2020-12-01,A4218110208,"AQ Digit","Premium Misty Green",57,Q2,243.0414,13853.3598
2020-12-01,A4318110301,"AQ Velocity","Standard Grey",42,Q2,264.7000,11117.4000
2020-12-01,A4319110302,"AQ Velocity","Standard Blue",33,Q2,267.2091,8817.9003
2020-12-01,A4319110303,"AQ Velocity","Standard Red",56,Q2,261.2305,14628.9080
2020-12-01,A4319110304,"AQ Velocity","Plus Grey",73,Q2,267.0636,19495.6428
2020-12-01,A4319110305,"AQ Velocity","Plus Blue",12,Q2,277.8079,3333.6948
2020-12-01,A4319110306,"AQ Velocity","Plus Red",62,Q2,275.8194,17100.8028
2020-12-01,A4419110401,"AQ Elite","Standard Grey",67,Q2,271.3471,18180.2557
2020-12-01,A4419110402,"AQ Elite","Standard Blue",70,Q2,281.9504,19736.5280
2020-12-01,A4419110403,"AQ Elite","Standard Red",17,Q2,288.0503,4896.8551
2020-12-01,A4419110404,"AQ Elite","Plus Grey",51,Q2,286.8973,14631.7623
2020-12-01,A4419110405,"AQ Elite","Plus Blue",39,Q2,291.2071,11357.0769
2020-12-01,A4419110406,"AQ Elite","Plus Red",27,Q2,287.5666,7764.2982
2020-12-01,A4419110407,"AQ Elite","Premium Black",16,Q2,287.4934,4599.8944
2020-12-01,A4419110408,"AQ Elite","Premium Misty Green",62,Q2,297.0277,18415.7174
2020-12-01,A4519110501,"AQ Gen X","Standard Grey",44,Q2,311.8396,13720.9424
2020-12-01,A4519110502,"AQ Gen X","Standard Blue",54,Q2,300.3378,16218.2412
2020-12-01,A4519110503,"AQ Gen X","Standard Red",68,Q2,306.9189,20870.4852
2020-12-01,A4520110504,"AQ Gen X","Plus Grey",40,Q2,341.7343,13669.3720
2020-12-01,A4520110505,"AQ Gen X","Plus Blue",15,Q2,325.2156,4878.2340
2020-12-01,A4520110506,"AQ Gen X","Plus Red",21,Q2,325.2561,6830.3781
2020-12-01,A4520110507,"AQ Gen X","Premium Black",68,Q2,322.9426,21960.0968
2020-12-01,A4520110508,"AQ Gen X","Premium Misty Green",70,Q2,327.0930,22896.5100
2020-12-01,A4620110601,"AQ Gen Y","Standard Grey",24,Q2,347.2474,8333.9376
2020-12-01,A4620110602,"AQ Gen Y","Standard Blue",31,Q2,346.6886,10747.3466
2020-12-01,A4620110603,"AQ Gen Y","Standard Red",37,Q2,366.0459,13543.6983
2020-12-01,A4620110604,"AQ Gen Y","Plus Grey",56,Q2,353.0982,19773.4992
2020-12-01,A4620110605,"AQ Gen Y","Plus Blue",16,Q2,349.2525,5588.0400
2020-12-01,A4620110606,"AQ Gen Y","Plus Red",56,Q2,348.5375,19518.1000
2020-12-01,A4620110607,"AQ Gen Y","Premium Black",58,Q2,347.8030,20172.5740
2020-12-01,A4620110608,"AQ Gen Y","Premium Misty Green",40,Q2,363.0630,14522.5200
2020-12-01,A4720110701,"AQ GEN Z","Standard Grey",30,Q2,367.7335,11032.0050
2020-12-01,A4720110702,"AQ GEN Z","Standard Blue",41,Q2,371.4027,15227.5107
2020-12-01,A4721110703,"AQ GEN Z","Standard Red",37,Q2,361.6496,13381.0352
2020-12-01,A4721110704,"AQ GEN Z","Plus Grey",48,Q2,380.2153,18250.3344
2020-12-01,A4721110705,"AQ GEN Z","Plus Blue",19,Q2,377.4069,7170.7311
2020-12-01,A4918110101,"AQ BZ 101","Standard Grey",36,Q2,419.1936,15090.9696
2020-12-01,A4918110102,"AQ BZ 101","Standard Blue",39,Q2,451.4881,17608.0359
2020-12-01,A4918110103,"AQ BZ 101","Premium Black",41,Q2,428.1451,17553.9491
2020-12-01,A4918110104,"AQ BZ 101","Premium Misty Green",41,Q2,460.2805,18871.5005
2020-12-01,A5018110201,"AQ BZ Compact","Standard Grey",34,Q2,451.7049,15357.9666
2020-12-01,A5018110202,"AQ BZ Compact","Standard Blue",35,Q2,462.5568,16189.4880
2020-12-01,A5018110203,"AQ BZ Compact","Standard Red",22,Q2,452.1420,9947.1240
2020-12-01,A5018110204,"AQ BZ Compact","Plus Grey",47,Q2,447.7337,21043.4839
2020-12-01,A5018110205,"AQ BZ Compact","Plus Blue",18,Q2,486.1763,8751.1734
2020-12-01,A5018110206,"AQ BZ Compact","Plus Red",21,Q2,475.5544,9986.6424
2020-12-01,A5018110207,"AQ BZ Compact","Premium Black",12,Q2,475.1904,5702.2848
2020-12-01,A5019110208,"AQ BZ Compact","Premium Misty Green",36,Q2,467.3047,16822.9692
2020-12-01,A5119110301,"AQ BZ Gen Y","Standard Grey",40,Q2,479.0441,19161.7640
2020-12-01,A5119110302,"AQ BZ Gen Y","Standard Blue",19,Q2,474.3132,9011.9508
2020-12-01,A5119110303,"AQ BZ Gen Y","Standard Red",43,Q2,474.3154,20395.5622
2020-12-01,A5119110305,"AQ BZ Gen Y","Plus Blue",45,Q2,483.3813,21752.1585
2020-12-01,A5119110306,"AQ BZ Gen Y","Plus Red",18,Q2,486.4857,8756.7426
2020-12-01,A5119110307,"AQ BZ Gen Y","Premium Black",16,Q2,516.4580,8263.3280
2020-12-01,A5119110308,"AQ BZ Gen Y","Premium Misty Green",24,Q2,512.5811,12301.9464
2020-12-01,A5219110401,"AQ BZ Gen Z","Standard Grey",35,Q2,506.9644,17743.7540
2020-12-01,A5219110402,"AQ BZ Gen Z","Standard Blue",40,Q2,490.1582,19606.3280
2020-12-01,A5219110403,"AQ BZ Gen Z","Standard Red",35,Q2,525.8042,18403.1470
2020-12-01,A5219110405,"AQ BZ Gen Z","Plus Blue",41,Q2,521.2603,21371.6723
2020-12-01,A5219110406,"AQ BZ Gen Z","Plus Red",41,Q2,550.4597,22568.8477
2020-12-01,A5219110407,"AQ BZ Gen Z","Premium Black",23,Q2,545.5931,12548.6413
2020-12-01,A5220110408,"AQ BZ Gen Z","Premium Misty Green",19,Q2,533.0397,10127.7543
2020-12-01,A5318110103,"AQ Gamer 1","Standard Black",18,Q2,584.9722,10529.4996
2020-12-01,A5318110104,"AQ Gamer 1","Plus Firey Red",16,Q2,586.3824,9382.1184
2020-12-01,A5318110105,"AQ Gamer 1","Plus Cool Blue",13,Q2,551.3303,7167.2939
2020-12-01,A5318110106,"AQ Gamer 1","Plus Black",7,Q2,565.8747,3961.1229
2020-12-01,A5318110107,"AQ Gamer 1","Premium Black",31,Q2,571.6489,17721.1159
2020-12-01,A5318110108,"AQ Gamer 1","Premium Misty Green",29,Q2,579.6609,16810.1661
2020-12-01,A5419110201,"AQ Gamer 2","Standard Firey Red",22,Q2,585.0003,12870.0066
2020-12-01,A5419110202,"AQ Gamer 2","Standard Cool Blue",16,Q2,567.9271,9086.8336
2020-12-01,A5419110203,"AQ Gamer 2","Standard Black",27,Q2,595.5711,16080.4197
2020-12-01,A5419110204,"AQ Gamer 2","Plus Firey Red",9,Q2,602.9200,5426.2800
2020-12-01,A5419110205,"AQ Gamer 2","Plus Cool Blue",25,Q2,570.7578,14268.9450
2020-12-01,A5419110206,"AQ Gamer 2","Plus Black",7,Q2,601.6398,4211.4786
2020-12-01,A5419110207,"AQ Gamer 2","Premium Black",6,Q2,599.2302,3595.3812
2020-12-01,A5419110208,"AQ Gamer 2","Premium Misty Green",9,Q2,608.4070,5475.6630
2020-12-01,A5519110301,"AQ Gamer 3","Standard Firey Red",8,Q2,589.7411,4717.9288
2020-12-01,A5519110302,"AQ Gamer 3","Standard Cool Blue",30,Q2,605.8642,18175.9260
2020-12-01,A5519110303,"AQ Gamer 3","Standard Black",30,Q2,604.2721,18128.1630
2020-12-01,A5519110304,"AQ Gamer 3","Plus Firey Red",25,Q2,597.7704,14944.2600
2020-12-01,A5520110305,"AQ Gamer 3","Plus Cool Blue",13,Q2,632.4885,8222.3505
2020-12-01,A5520110306,"AQ Gamer 3","Plus Black",9,Q2,639.6816,5757.1344
2020-12-01,A5520110307,"AQ Gamer 3","Premium Black",18,Q2,609.7926,10976.2668
2020-12-01,A5520110308,"AQ Gamer 3","Premium Misty Green",22,Q2,590.1159,12982.5498
2020-12-01,A5620110401,"AQ Smash 1","Standard Firey Red",11,Q2,642.0698,7062.7678
2020-12-01,A5620110402,"AQ Smash 1","Standard Cool Blue",17,Q2,593.8297,10095.1049
2020-12-01,A5621110403,"AQ Smash 1","Standard Black",9,Q2,631.1855,5680.6695
2020-12-01,A5621110404,"AQ Smash 1","Plus Firey Red",25,Q2,639.9614,15999.0350
2020-12-01,A5621110405,"AQ Smash 1","Plus Cool Blue",25,Q2,601.8173,15045.4325
2020-12-01,A5621110406,"AQ Smash 1","Plus Black",25,Q2,644.3777,16109.4425
2020-12-01,A5621110407,"AQ Smash 1","Premium Black",19,Q2,655.7782,12459.7858
2020-12-01,A5621110408,"AQ Smash 1","Premium Misty Green",18,Q2,657.2525,11830.5450
2020-12-01,A5721110501,"AQ Smash 2","Standard Firey Red",9,Q2,649.6929,5847.2361
2020-12-01,A5721110502,"AQ Smash 2","Standard Cool Blue",25,Q2,627.9938,15699.8450
2020-12-01,A5721110503,"AQ Smash 2","Standard Black",24,Q2,678.3035,16279.2840
2020-12-01,A5721110504,"AQ Smash 2","Plus Firey Red",11,Q2,655.8348,7214.1828
2020-12-01,A5721110505,"AQ Smash 2","Plus Cool Blue",30,Q2,674.4272,20232.8160
2020-12-01,A5721110506,"AQ Smash 2","Plus Black",21,Q2,720.5460,15131.4660
2020-12-01,A5820110101,"AQ BZ Allin1","Standard 1",24,Q2,681.3022,16351.2528
2020-12-01,A5820110102,"AQ BZ Allin1","Standard 2",13,Q2,697.5541,9068.2033
2020-12-01,A5820110103,"AQ BZ Allin1","Standard 3",35,Q2,735.1465,25730.1275
2020-12-01,A5820110104,"AQ BZ Allin1","Plus 1",41,Q2,690.4971,28310.3811
2020-12-01,A5820110105,"AQ BZ Allin1","Plus 2",9,Q2,709.3926,6384.5334
2020-12-01,A5820110106,"AQ BZ Allin1","Plus 3",35,Q2,692.5242,24238.3470
2020-12-01,A5820110107,"AQ BZ Allin1","Premium 1",12,Q2,737.6775,8852.1300
2020-12-01,A5821110108,"AQ BZ Allin1","Premium 2",51,Q2,746.7388,38083.6788
2020-12-01,A6018110101,"AQ Home Allin1","Standard 1",3,Q2,800.4577,2401.3731
2020-12-01,A6018110102,"AQ Home Allin1","Standard 2",9,Q2,764.0542,6876.4878
2020-12-01,A6018110103,"AQ Home Allin1","Standard 3",5,Q2,770.9789,3854.8945
2020-12-01,A6018110104,"AQ Home Allin1","Plus 1",6,Q2,749.0987,4494.5922
2020-12-01,A6018110105,"AQ Home Allin1","Plus 2",8,Q2,766.6472,6133.1776
2020-12-01,A6018110106,"AQ Home Allin1","Plus 3",2,Q2,787.5874,1575.1748
2020-12-01,A6019110107,"AQ Home Allin1","Premium 1",4,Q2,785.9918,3143.9672
2020-12-01,A6019110108,"AQ Home Allin1","Premium 2",10,Q2,796.6606,7966.6060
2020-12-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",8,Q2,824.0889,6592.7112
2020-12-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",9,Q2,790.1040,7110.9360
2020-12-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",10,Q2,769.5635,7695.6350
2020-12-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",6,Q2,807.2638,4843.5828
2020-12-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",8,Q2,834.9812,6679.8496
2020-12-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",4,Q2,810.6034,3242.4136
2020-12-01,A6218160101,"AQ Digit SSD",Standard,341,Q2,13.5941,4635.5881
2020-12-01,A6218160102,"AQ Digit SSD",Plus,1247,Q2,15.2481,19014.3807
2020-12-01,A6219160103,"AQ Digit SSD",Premium,1393,Q2,16.3003,22706.3179
2020-12-01,A6319160201,"AQ Neuer SSD",Standard,782,Q2,17.3590,13574.7380
2020-12-01,A6319160202,"AQ Neuer SSD",Plus,1715,Q2,18.5733,31853.2095
2020-12-01,A6319160203,"AQ Neuer SSD",Premium,438,Q2,19.3433,8472.3654
2020-12-01,A6419160301,"AQ Clx1",Standard,1348,Q2,17.8043,24000.1964
2020-12-01,A6419160302,"AQ Clx1",Plus,943,Q2,19.6723,18550.9789
2020-12-01,A6419160303,"AQ Clx1",Premium,1662,Q2,19.3342,32133.4404
2020-12-01,A6519160401,"AQ Clx2",Standard,539,Q2,20.2889,10935.7171
2020-12-01,A6520160402,"AQ Clx2",Plus,195,Q2,20.1650,3932.1750
2020-12-01,A6520160403,"AQ Clx2",Premium,839,Q2,21.2830,17856.4370
2020-12-01,A6620160501,"AQ Clx3",Standard,1127,Q2,22.8530,25755.3310
2020-12-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,703,Q2,4.4411,3122.0933
2020-12-01,A6818160201,"AQ Pen Drive DRC",Standard,2085,Q2,2.9990,6252.9150
2020-12-01,A6818160202,"AQ Pen Drive DRC",Plus,722,Q2,3.8531,2781.9382
2020-12-01,A6819160203,"AQ Pen Drive DRC",Premium,1394,Q2,5.0984,7107.1696
2020-12-01,A7118160101,"AQ Wi Power Dx1",Standard,1218,Q2,29.6712,36139.5216
2020-12-01,A7119160102,"AQ Wi Power Dx1",Plus,697,Q2,29.9264,20858.7008
2020-12-01,A7119160103,"AQ Wi Power Dx1",Premium,293,Q2,28.7736,8430.6648
2020-12-01,A7219160201,"AQ Wi Power Dx2",Standard,531,Q2,32.9575,17500.4325
2020-12-01,A7220160202,"AQ Wi Power Dx2",Plus,1083,Q2,35.2053,38127.3399
2020-12-01,A7220160203,"AQ Wi Power Dx2",Premium,132,Q2,37.4784,4947.1488
2020-12-01,A7321160301,"AQ Wi Power Dx3",Standard,135,Q2,40.7954,5507.3790
2020-12-01,A7321160302,"AQ Wi Power Dx3",Plus,487,Q2,43.9446,21401.0202
2020-12-01,A7321160303,"AQ Wi Power Dx3",Premium,708,Q2,42.8483,30336.5964
2021-01-01,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,182,Q2,19.0573,3468.4286
2021-01-01,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,121,Q2,21.4565,2596.2365
2021-01-01,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,142,Q2,21.7795,3092.6890
2021-01-01,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",35,Q2,22.9729,804.0515
2021-01-01,A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,161,Q2,23.6987,3815.4907
2021-01-01,A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,241,Q2,24.7312,5960.2192
2021-01-01,A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,41,Q2,23.6154,968.2314
2021-01-01,A0320150301,"AQ Zion Saga",Standard,121,Q2,23.7223,2870.3983
2021-01-01,A0321150302,"AQ Zion Saga",Plus,164,Q2,27.1027,4444.8428
2021-01-01,A0321150303,"AQ Zion Saga",Premium,172,Q2,28.0059,4817.0148
2021-01-01,A0418150103,"AQ Mforce Gen X","Standard 3",133,Q2,19.5235,2596.6255
2021-01-01,A0418150104,"AQ Mforce Gen X","Plus 1",155,Q2,19.9239,3088.2045
2021-01-01,A0418150105,"AQ Mforce Gen X","Plus 2",176,Q2,20.0766,3533.4816
2021-01-01,A0418150106,"AQ Mforce Gen X","Plus 3",121,Q2,19.9365,2412.3165
2021-01-01,A0519150201,"AQ Mforce Gen Y","Standard 1",81,Q2,22.3984,1814.2704
2021-01-01,A0519150202,"AQ Mforce Gen Y","Standard 2",65,Q2,24.9298,1620.4370
2021-01-01,A0519150203,"AQ Mforce Gen Y","Standard 3",144,Q2,26.5871,3828.5424
2021-01-01,A0519150204,"AQ Mforce Gen Y","Plus 1",114,Q2,26.1081,2976.3234
2021-01-01,A0519150205,"AQ Mforce Gen Y","Plus 2",166,Q2,29.7008,4930.3328
2021-01-01,A0519150206,"AQ Mforce Gen Y","Plus 3",120,Q2,31.2439,3749.2680
2021-01-01,A0519150207,"AQ Mforce Gen Y","Premium 1",20,Q2,32.4427,648.8540
2021-01-01,A0519150208,"AQ Mforce Gen Y","Premium 2",72,Q2,30.5816,2201.8752
2021-01-01,A0619150301,"AQ Mforce Gen Z","Standard 1",123,Q2,30.4696,3747.7608
2021-01-01,A0619150302,"AQ Mforce Gen Z","Standard 2",27,Q2,34.0973,920.6271
2021-01-01,A0620150303,"AQ Mforce Gen Z","Standard 3",42,Q2,34.2412,1438.1304
2021-01-01,A0620150304,"AQ Mforce Gen Z","Plus 1",152,Q2,37.5826,5712.5552
2021-01-01,A0620150305,"AQ Mforce Gen Z","Plus 2",190,Q2,36.5679,6947.9010
2021-01-01,A0620150306,"AQ Mforce Gen Z","Plus 3",79,Q2,37.5278,2964.6962
2021-01-01,A0621150307,"AQ Mforce Gen Z","Premium 1",126,Q2,36.2434,4566.6684
2021-01-01,A0621150308,"AQ Mforce Gen Z","Premium 2",188,Q2,39.3990,7407.0120
2021-01-01,A0721150401,"AQ GT 21",Standard,72,Q2,39.3377,2832.3144
2021-01-01,A0721150402,"AQ GT 21","Plus 1",120,Q2,39.1465,4697.5800
2021-01-01,A0721150403,"AQ GT 21","Plus 2",48,Q2,39.2990,1886.3520
2021-01-01,A0721150404,"AQ GT 21",Premium,126,Q2,39.1215,4929.3090
2021-01-01,A0821150501,"AQ Marquee P3",Standard,86,Q2,40.5013,3483.1118
2021-01-01,A0821150502,"AQ Marquee P3","Plus 1",161,Q2,43.2966,6970.7526
2021-01-01,A0821150503,"AQ Marquee P3","Plus 2",73,Q2,42.3841,3094.0393
2021-01-01,A0821150504,"AQ Marquee P3",Premium,132,Q2,44.7044,5900.9808
2021-01-01,A0921150601,"AQ Marquee P4",Standard,104,Q2,45.0813,4688.4552
2021-01-01,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,82,Q2,111.1036,9110.4952
2021-01-01,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,37,Q2,123.4797,4568.7489
2021-01-01,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,48,Q2,123.9315,5948.7120
2021-01-01,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,46,Q2,124.2640,5716.1440
2021-01-01,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,184,Q2,129.5836,23843.3824
2021-01-01,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,75,Q2,139.8962,10492.2150
2021-01-01,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,193,Q2,135.6822,26186.6646
2021-01-01,A1219150302,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Plus,177,Q2,145.1474,25691.0898
2021-01-01,A1219150303,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Premium,34,Q2,142.9402,4859.9668
2021-01-01,A1319150401,"AQ Electron 5 3600 Desktop Processor",Standard,158,Q2,149.1034,23558.3372
2021-01-01,A1320150402,"AQ Electron 5 3600 Desktop Processor",Plus,65,Q2,150.2450,9765.9250
2021-01-01,A1320150403,"AQ Electron 5 3600 Desktop Processor",Premium,59,Q2,160.6912,9480.7808
2021-01-01,A1420150501,"AQ Electron 4 3600 Desktop Processor",Standard,116,Q2,160.5082,18618.9512
2021-01-01,A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,164,Q2,169.4999,27797.9836
2021-01-01,A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,28,Q2,176.4389,4940.2892
2021-01-01,A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,121,Q2,186.2917,22541.2957
2021-01-01,A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,68,Q2,185.4599,12611.2732
2021-01-01,A1618150101,"AQ MB Elite",Standard,131,Q2,19.6485,2573.9535
2021-01-01,A1618150102,"AQ MB Elite","Plus 1",90,Q2,20.4629,1841.6610
2021-01-01,A1618150103,"AQ MB Elite","Plus 2",57,Q2,21.2017,1208.4969
2021-01-01,A1618150104,"AQ MB Elite",Premium,91,Q2,21.4489,1951.8499
2021-01-01,A1718150201,"AQ MB Crossx",Standard,108,Q2,21.8879,2363.8932
2021-01-01,A1718150202,"AQ MB Crossx","Plus 1",109,Q2,22.8957,2495.6313
2021-01-01,A1718150203,"AQ MB Crossx","Plus 2",92,Q2,27.3445,2515.6940
2021-01-01,A1718150204,"AQ MB Crossx",Premium,39,Q2,28.3991,1107.5649
2021-01-01,A1819150301,"AQ MB Crossx 2",Standard,121,Q2,28.8615,3492.2415
2021-01-01,A1819150302,"AQ MB Crossx 2","Plus 1",17,Q2,31.9525,543.1925
